label,area,equivalent_diameter,perimeter,eccentricity,solidity,centroid-0,centroid-1,equivalent_diameter_nm,area_nm2,circularity
33,1505.0,43.77471318953923,348.281472004694,0.9964077788138201,0.612785016286645,3274.2033222591363,1424.8431893687707,1.2762307052343798,1.27922889272327,0.15591418227123907
34,794.0,31.79547449747714,204.61339139045285,0.9864766603922416,0.5712230215827339,3315.6826196473553,1086.948362720403,0.9269817637748438,0.6748888643337384,0.23832097065782204
35,38340.0,220.9434410548232,9471.803046086869,0.8963379099618924,0.05803559940602063,3722.312910798122,1103.6192749087115,6.441499739207673,32.588462290372206,0.00537027659846576
36,1064.0,36.80661456312185,199.90100241006814,0.9354825685146867,0.5788900979325353,3476.9248120300754,4071.8966165413535,1.073079141781978,0.9043850776462188,0.3345966189501632
37,525.0,25.854414729132053,181.4162373057702,0.9881831097216025,0.7352941176470589,3642.266666666667,4091.4895238095237,0.7537730241729461,0.44624263699648953,0.20045498324691272
38,2705.0,58.686565485710744,609.2230699659883,0.9010269826660521,0.2672924901185771,3702.9186691312384,325.80221811460257,1.7109785855892345,2.2992120630009603,0.09158502154536023
39,1427.0,42.62526047236635,482.46895812925015,0.8744408399248906,0.16758661186142101,3733.1338472319553,558.4295725297827,1.2427189642089314,1.2129299866552201,0.07703624127052691
40,1247.0,39.846326208130506,342.5536470647843,0.921705234514619,0.3374830852503383,3683.2085004009623,415.34803528468325,1.161700472540248,1.0599325111135665,0.13354238435090002
41,1841.0,48.415224897313394,417.0018279226828,0.903421488281936,0.3673917381760128,3687.7930472569255,536.0309614340033,1.411522591758408,1.5648241804010232,0.13304168452405468
42,1383.0,41.962963317296,396.7393486587439,0.9427825357186039,0.21807000946073793,3726.702096890817,459.95010845986985,1.2234100092506122,1.1755306037450381,0.11041332593432628
43,857.0,33.032806266468405,261.2669205324364,0.990913041845508,0.4096558317399618,3730.12252042007,806.2462077012835,0.9630555762818777,0.7284379807733171,0.1577690582326474
44,889.0,33.64386950500135,252.20693338890783,0.9851295722367924,0.39883355764917006,3727.294713160855,849.2857142857143,0.9808708310496019,0.7556375319807223,0.17562954730850452
45,1048.0,36.52882482208332,283.96453077876504,0.9716734288368257,0.3730865076539694,3729.2041984732823,750.6240458015267,1.0649803155126332,0.8907853020425162,0.1633213468902382
46,6653.0,92.03728967719029,1362.557947855656,0.8928491886523924,0.21777414075286416,4010.5825943183527,3952.954456636104,2.683302906040533,5.654956693214562,0.045031604854627726
47,724.0,30.361578193306386,209.09574257470987,0.9886698899669316,0.5484848484848485,4080.970994475138,4046.777624309392,0.8851772068019355,0.6153898460675398,0.20809327721144705
